2021-04-08 11:54:29.714842 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.715081 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:54:29.715231 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.715396 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:54:29.715501 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.715602 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:54:29.715701 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.715803 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:54:29.715902 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.715999 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:54:29.716099 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.716198 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:54:29.716298 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.716395 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:54:29.716543 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.716641 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:54:29.716741 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.716838 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:54:29.716935 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.717031 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:54:54.797212 CEST | AveragePolicyStd             0.952783
2021-04-08 11:54:54.797368 CEST | AveragePolicyStd             0.952783
2021-04-08 11:54:54.797508 CEST | Iteration                    9
2021-04-08 11:54:54.797665 CEST | AverageDiscountedReturn    382.132
2021-04-08 11:54:54.797819 CEST | AverageReturn              516.028
2021-04-08 11:54:54.797968 CEST | ExplainedVariance            0.473575
2021-04-08 11:54:54.798114 CEST | NumTrajs                     8
2021-04-08 11:54:54.798261 CEST | Entropy                      1.36502
2021-04-08 11:54:54.798407 CEST | Perplexity                   3.91579
2021-04-08 11:54:54.798552 CEST | StdReturn                  267.36
2021-04-08 11:54:54.798703 CEST | MaxReturn                  869.782
2021-04-08 11:54:54.798853 CEST | MinReturn                   39.9433
2021-04-08 11:54:54.798998 CEST | Iteration                    9
2021-04-08 11:54:54.799187 CEST | AverageDiscountedReturn    469.903
2021-04-08 11:54:54.799340 CEST | AverageReturn              686.896
2021-04-08 11:54:54.799489 CEST | ExplainedVariance            0.0614993
2021-04-08 11:54:54.799638 CEST | NumTrajs                     7
2021-04-08 11:54:54.799786 CEST | Entropy                      1.36502
2021-04-08 11:54:54.799938 CEST | Perplexity                   3.91579
2021-04-08 11:54:54.800079 CEST | StdReturn                  312.745
2021-04-08 11:54:54.800226 CEST | MaxReturn                  999.831
2021-04-08 11:54:54.800374 CEST | MinReturn                    9.97952
2021-04-08 11:54:54.800525 CEST | Iteration                    9
2021-04-08 11:54:54.800670 CEST | AverageDiscountedReturn    333.738
2021-04-08 11:54:54.800821 CEST | AverageReturn              464.2
2021-04-08 11:54:54.800971 CEST | ExplainedVariance            0.0708549
2021-04-08 11:54:54.801124 CEST | NumTrajs                     9
2021-04-08 11:54:54.801267 CEST | Entropy                      1.36502
2021-04-08 11:54:54.801419 CEST | Perplexity                   3.91579
2021-04-08 11:54:54.801569 CEST | StdReturn                  354.65
2021-04-08 11:54:54.801716 CEST | MaxReturn                  999.537
2021-04-08 11:54:54.801867 CEST | MinReturn                   19.9747
2021-04-08 11:54:54.802018 CEST | Iteration                    9
2021-04-08 11:54:54.802168 CEST | AverageDiscountedReturn    542.517
2021-04-08 11:54:54.802329 CEST | AverageReturn              807.971
2021-04-08 11:54:54.802474 CEST | ExplainedVariance            0.284728
2021-04-08 11:54:54.802626 CEST | NumTrajs                     6
2021-04-08 11:54:54.802773 CEST | Entropy                      1.36502
2021-04-08 11:54:54.802917 CEST | Perplexity                   3.91579
2021-04-08 11:54:54.803067 CEST | StdReturn                  232.146
2021-04-08 11:54:54.803241 CEST | MaxReturn                  999.806
2021-04-08 11:54:54.803386 CEST | MinReturn                  329.737
2021-04-08 11:54:54.803537 CEST | Iteration                    9
2021-04-08 11:54:54.803691 CEST | AverageDiscountedReturn    509.657
2021-04-08 11:54:54.803843 CEST | AverageReturn              723.014
2021-04-08 11:54:54.803994 CEST | ExplainedVariance            0.557137
2021-04-08 11:54:54.804138 CEST | NumTrajs                     6
2021-04-08 11:54:54.804278 CEST | Entropy                      1.36502
2021-04-08 11:54:54.804426 CEST | Perplexity                   3.91579
2021-04-08 11:54:54.804578 CEST | StdReturn                  166.229
2021-04-08 11:54:54.804722 CEST | MaxReturn                  979.634
2021-04-08 11:54:54.804869 CEST | MinReturn                  479.673
2021-04-08 11:54:54.805018 CEST | Iteration                    9
2021-04-08 11:54:54.805163 CEST | AverageDiscountedReturn    415.603
2021-04-08 11:54:54.805309 CEST | AverageReturn              574.04
2021-04-08 11:54:54.805455 CEST | ExplainedVariance            0.0150118
2021-04-08 11:54:54.805597 CEST | NumTrajs                     7
2021-04-08 11:54:54.805743 CEST | Entropy                      1.36502
2021-04-08 11:54:54.805906 CEST | Perplexity                   3.91579
2021-04-08 11:54:54.806051 CEST | StdReturn                  284.591
2021-04-08 11:54:54.806201 CEST | MaxReturn                  999.612
2021-04-08 11:54:54.806350 CEST | MinReturn                  259.776
2021-04-08 11:54:54.806497 CEST | Iteration                    9
2021-04-08 11:54:54.806643 CEST | AverageDiscountedReturn    395.644
2021-04-08 11:54:54.806792 CEST | AverageReturn              534.726
2021-04-08 11:54:54.806941 CEST | ExplainedVariance            0.328288
2021-04-08 11:54:54.807103 CEST | NumTrajs                     8
2021-04-08 11:54:54.807252 CEST | Entropy                      1.36502
2021-04-08 11:54:54.807399 CEST | Perplexity                   3.91579
2021-04-08 11:54:54.807543 CEST | StdReturn                  250.167
2021-04-08 11:54:54.807691 CEST | MaxReturn                  839.564
2021-04-08 11:54:54.807836 CEST | MinReturn                   29.9549
2021-04-08 11:54:54.807978 CEST | Iteration                    9
2021-04-08 11:54:54.808120 CEST | AverageDiscountedReturn    478.618
2021-04-08 11:54:54.808271 CEST | AverageReturn              721.354
2021-04-08 11:54:54.808419 CEST | ExplainedVariance            0.393295
2021-04-08 11:54:54.808565 CEST | NumTrajs                     6
2021-04-08 11:54:54.808708 CEST | Entropy                      1.36502
2021-04-08 11:54:54.808850 CEST | Perplexity                   3.91579
2021-04-08 11:54:54.808989 CEST | StdReturn                  360.474
2021-04-08 11:54:54.809130 CEST | MaxReturn                  999.624
2021-04-08 11:54:54.809274 CEST | MinReturn                    9.98062
2021-04-08 11:54:54.809417 CEST | Iteration                    9
2021-04-08 11:54:54.809563 CEST | AverageDiscountedReturn    501.066
2021-04-08 11:54:54.809710 CEST | AverageReturn              706.358
2021-04-08 11:54:54.809853 CEST | ExplainedVariance            0.329585
2021-04-08 11:54:54.809998 CEST | NumTrajs                     6
2021-04-08 11:54:54.810142 CEST | Entropy                      1.36502
2021-04-08 11:54:54.810298 CEST | Perplexity                   3.91579
2021-04-08 11:54:54.810447 CEST | StdReturn                  171.711
2021-04-08 11:54:54.810598 CEST | MaxReturn                  999.63
2021-04-08 11:54:54.810747 CEST | MinReturn                  469.657
2021-04-08 11:54:54.810896 CEST | Iteration                    9
2021-04-08 11:54:54.811043 CEST | AverageDiscountedReturn    493.804
2021-04-08 11:54:54.811199 CEST | AverageReturn              691.33
2021-04-08 11:54:54.811364 CEST | ExplainedVariance            0.586214
2021-04-08 11:54:54.811512 CEST | NumTrajs                     6
2021-04-08 11:54:54.811650 CEST | Entropy                      1.36502
2021-04-08 11:54:54.811798 CEST | Perplexity                   3.91579
2021-04-08 11:54:54.811946 CEST | StdReturn                  165.384
2021-04-08 11:54:54.812095 CEST | MaxReturn                  909.54
2021-04-08 11:54:54.812241 CEST | MinReturn                  459.763
2021-04-08 11:54:54.812392 CEST | AveragePolicyStd             0.947506
2021-04-08 11:54:54.812541 CEST | AveragePolicyStd             0.947506
2021-04-08 11:54:54.812693 CEST | AveragePolicyStd             0.947506
2021-04-08 11:54:54.812847 CEST | AveragePolicyStd             0.947506
2021-04-08 11:54:54.812996 CEST | AveragePolicyStd             0.947506
2021-04-08 11:54:54.813148 CEST | AveragePolicyStd             0.947506
2021-04-08 11:54:54.813298 CEST | AveragePolicyStd             0.947506
2021-04-08 11:54:54.813447 CEST | AveragePolicyStd             0.947506
2021-04-08 11:54:54.813592 CEST | AveragePolicyStd             0.947506
2021-04-08 11:54:54.813734 CEST | AveragePolicyStd             0.947506
2021-04-08 11:54:54.813885 CEST | Iteration                   10
2021-04-08 11:54:54.814032 CEST | AverageDiscountedReturn    517.985
2021-04-08 11:54:54.814179 CEST | AverageReturn              734.694
2021-04-08 11:54:54.814326 CEST | ExplainedVariance            0.761864
2021-04-08 11:54:54.814472 CEST | NumTrajs                     6
2021-04-08 11:54:54.814618 CEST | Entropy                      1.36127
2021-04-08 11:54:54.814766 CEST | Perplexity                   3.90113
2021-04-08 11:54:54.814916 CEST | StdReturn                  126.053
2021-04-08 11:54:54.815061 CEST | MaxReturn                  849.692
2021-04-08 11:54:54.815242 CEST | MinReturn                  469.721
2021-04-08 11:54:54.815378 CEST | Iteration                   10
2021-04-08 11:54:54.815512 CEST | AverageDiscountedReturn    403.612
2021-04-08 11:54:54.815646 CEST | AverageReturn              587.273
2021-04-08 11:54:54.815784 CEST | ExplainedVariance            0.548956
2021-04-08 11:54:54.815924 CEST | NumTrajs                     8
2021-04-08 11:54:54.816068 CEST | Entropy                      1.36127
2021-04-08 11:54:54.816214 CEST | Perplexity                   3.90113
2021-04-08 11:54:54.816359 CEST | StdReturn                  371.716
2021-04-08 11:54:54.816506 CEST | MaxReturn                  999.721
2021-04-08 11:54:54.816649 CEST | MinReturn                    0
2021-04-08 11:54:54.816796 CEST | Iteration                   10
2021-04-08 11:54:54.816935 CEST | AverageDiscountedReturn    501.486
2021-04-08 11:54:54.817083 CEST | AverageReturn              713.079
2021-04-08 11:54:54.817227 CEST | ExplainedVariance           -0.771484
2021-04-08 11:54:54.817372 CEST | NumTrajs                     6
2021-04-08 11:54:54.817516 CEST | Entropy                      1.36127
2021-04-08 11:54:54.817660 CEST | Perplexity                   3.90113
2021-04-08 11:54:54.817805 CEST | StdReturn                  201.91
2021-04-08 11:54:54.817952 CEST | MaxReturn                  999.574
2021-04-08 11:54:54.818098 CEST | MinReturn                  469.783
2021-04-08 11:54:54.818240 CEST | Iteration                   10
2021-04-08 11:54:54.818382 CEST | AverageDiscountedReturn    418.705
2021-04-08 11:54:54.818526 CEST | AverageReturn              591.046
2021-04-08 11:54:54.818671 CEST | ExplainedVariance            0.522033
2021-04-08 11:54:54.818816 CEST | NumTrajs                     8
2021-04-08 11:54:54.818966 CEST | Entropy                      1.36127
2021-04-08 11:54:54.819124 CEST | Perplexity                   3.90113
2021-04-08 11:54:54.819285 CEST | StdReturn                  312.272
2021-04-08 11:54:54.819433 CEST | MaxReturn                  999.671
2021-04-08 11:54:54.819575 CEST | MinReturn                   29.9528
2021-04-08 11:54:54.819720 CEST | Iteration                   10
2021-04-08 11:54:54.819867 CEST | AverageDiscountedReturn    592.63
2021-04-08 11:54:54.820013 CEST | AverageReturn              903.591
2021-04-08 11:54:54.820156 CEST | ExplainedVariance            0.837295
2021-04-08 11:54:54.820309 CEST | NumTrajs                     5
2021-04-08 11:54:54.820453 CEST | Entropy                      1.36127
2021-04-08 11:54:54.820596 CEST | Perplexity                   3.90113
2021-04-08 11:54:54.820741 CEST | StdReturn                  135.995
2021-04-08 11:54:54.820884 CEST | MaxReturn                  999.641
2021-04-08 11:54:54.821033 CEST | MinReturn                  639.693
2021-04-08 11:54:54.821176 CEST | Iteration                   10
2021-04-08 11:54:54.821326 CEST | AverageDiscountedReturn    495.395
2021-04-08 11:54:54.821471 CEST | AverageReturn              691.133
2021-04-08 11:54:54.821612 CEST | ExplainedVariance            0.679221
2021-04-08 11:54:54.821756 CEST | NumTrajs                     7
2021-04-08 11:54:54.821899 CEST | Entropy                      1.36127
2021-04-08 11:54:54.822041 CEST | Perplexity                   3.90113
2021-04-08 11:54:54.822185 CEST | StdReturn                  148.201
2021-04-08 11:54:54.822326 CEST | MaxReturn                  999.618
2021-04-08 11:54:54.822471 CEST | MinReturn                  519.878
2021-04-08 11:54:54.822642 CEST | Iteration                   10
2021-04-08 11:54:54.822838 CEST | AverageDiscountedReturn    441.551
2021-04-08 11:54:54.822985 CEST | AverageReturn              599.782
2021-04-08 11:54:54.823164 CEST | ExplainedVariance            0.50215
2021-04-08 11:54:54.823300 CEST | NumTrajs                     7
2021-04-08 11:54:54.823435 CEST | Entropy                      1.36127
2021-04-08 11:54:54.823569 CEST | Perplexity                   3.90113
2021-04-08 11:54:54.823714 CEST | StdReturn                  197.821
2021-04-08 11:54:54.823861 CEST | MaxReturn                  839.828
2021-04-08 11:54:54.823993 CEST | MinReturn                  249.802
2021-04-08 11:54:54.824132 CEST | Iteration                   10
2021-04-08 11:54:54.824279 CEST | AverageDiscountedReturn    482.523
2021-04-08 11:54:54.824421 CEST | AverageReturn              681.346
2021-04-08 11:54:54.824557 CEST | ExplainedVariance            0.655284
2021-04-08 11:54:54.824692 CEST | NumTrajs                     6
2021-04-08 11:54:54.824827 CEST | Entropy                      1.36127
2021-04-08 11:54:54.824968 CEST | Perplexity                   3.90113
2021-04-08 11:54:54.825097 CEST | StdReturn                  225.434
2021-04-08 11:54:54.825242 CEST | MaxReturn                  959.562
2021-04-08 11:54:54.825383 CEST | MinReturn                  329.683
2021-04-08 11:54:54.825527 CEST | Iteration                   10
2021-04-08 11:54:54.825670 CEST | AverageDiscountedReturn    569.256
2021-04-08 11:54:54.825811 CEST | AverageReturn              855.664
2021-04-08 11:54:54.825949 CEST | ExplainedVariance            0.514698
2021-04-08 11:54:54.826091 CEST | NumTrajs                     5
2021-04-08 11:54:54.826234 CEST | Entropy                      1.36127
2021-04-08 11:54:54.826374 CEST | Perplexity                   3.90113
2021-04-08 11:54:54.826515 CEST | StdReturn                  183.436
2021-04-08 11:54:54.826660 CEST | MaxReturn                  999.757
2021-04-08 11:54:54.826800 CEST | MinReturn                  559.74
2021-04-08 11:54:54.826942 CEST | Iteration                   10
2021-04-08 11:54:54.827096 CEST | AverageDiscountedReturn    463.818
2021-04-08 11:54:54.827244 CEST | AverageReturn              676.876
2021-04-08 11:54:54.827382 CEST | ExplainedVariance            0.728326
2021-04-08 11:54:54.827535 CEST | NumTrajs                     7
2021-04-08 11:54:54.827676 CEST | Entropy                      1.36127
2021-04-08 11:54:54.827817 CEST | Perplexity                   3.90113
2021-04-08 11:54:54.827968 CEST | StdReturn                  323.658
2021-04-08 11:54:54.828114 CEST | MaxReturn                  999.827
2021-04-08 11:54:54.828254 CEST | MinReturn                   39.9338
2021-04-08 11:54:54.828391 CEST | AveragePolicyStd             0.943958
2021-04-08 11:54:54.828527 CEST | AveragePolicyStd             0.943958
2021-04-08 11:54:54.828673 CEST | AveragePolicyStd             0.943958
2021-04-08 11:54:54.828816 CEST | AveragePolicyStd             0.943958
2021-04-08 11:54:54.828957 CEST | AveragePolicyStd             0.943958
2021-04-08 11:54:54.829098 CEST | AveragePolicyStd             0.943958
2021-04-08 11:54:54.829238 CEST | AveragePolicyStd             0.943958
2021-04-08 11:54:54.829381 CEST | AveragePolicyStd             0.943958
2021-04-08 11:54:54.829523 CEST | AveragePolicyStd             0.943958
2021-04-08 11:54:54.829666 CEST | AveragePolicyStd             0.943958
2021-04-08 11:54:54.829806 CEST | TransfBits               10096
2021-04-08 11:54:54.829949 CEST | -----------------------  ---------------
2021-04-08 11:54:56.316877 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #11 | fitting baseline...
2021-04-08 11:54:56.317602 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #11 | fitted
2021-04-08 11:54:56.318857 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #11 | fitting baseline...
2021-04-08 11:54:56.319439 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #11 | fitted
2021-04-08 11:54:56.320594 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #11 | fitting baseline...
2021-04-08 11:54:56.321136 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #11 | fitted
2021-04-08 11:54:56.322355 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #11 | fitting baseline...
2021-04-08 11:54:56.322897 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #11 | fitted
2021-04-08 11:54:56.324114 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #11 | fitting baseline...
2021-04-08 11:54:56.324669 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #11 | fitted
2021-04-08 11:54:56.326034 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #11 | fitting baseline...
2021-04-08 11:54:56.326832 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #11 | fitted
2021-04-08 11:54:56.328186 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #11 | fitting baseline...
2021-04-08 11:54:56.328790 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #11 | fitted
2021-04-08 11:54:56.329918 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #11 | fitting baseline...
2021-04-08 11:54:56.330567 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] itr #11 | fitted
