2021-04-09 09:47:12.017893 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.018180 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:47:12.018325 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.018457 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:47:12.018590 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.018719 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:47:12.018850 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.018975 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:47:12.019102 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.019222 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:47:12.019346 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.019469 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:47:12.019593 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.019717 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:47:12.019841 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.019965 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:47:12.020089 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.020214 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:47:12.020340 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.020460 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:47:50.713582 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #20 | fitted
2021-04-09 09:47:50.746636 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #20 | saving snapshot...
2021-04-09 09:47:50.752066 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #20 | saved
2021-04-09 09:47:50.771753 CEST | -----------------------  --------------
2021-04-09 09:47:50.772002 CEST | Iteration                    16
2021-04-09 09:47:50.772145 CEST | AverageDiscountedReturn     633.72
2021-04-09 09:47:50.772282 CEST | AverageReturn               999.602
2021-04-09 09:47:50.772421 CEST | ExplainedVariance             0.852929
2021-04-09 09:47:50.772557 CEST | NumTrajs                      4
2021-04-09 09:47:50.772692 CEST | Entropy                       1.25168
2021-04-09 09:47:50.772826 CEST | Perplexity                    3.49622
2021-04-09 09:47:50.772963 CEST | StdReturn                     0.16784
2021-04-09 09:47:50.773097 CEST | MaxReturn                   999.742
2021-04-09 09:47:50.773233 CEST | MinReturn                   999.324
2021-04-09 09:47:50.773369 CEST | Iteration                    16
2021-04-09 09:47:50.773504 CEST | AverageDiscountedReturn     633.685
2021-04-09 09:47:50.773639 CEST | AverageReturn               999.537
2021-04-09 09:47:50.773774 CEST | ExplainedVariance             0.999999
2021-04-09 09:47:50.773953 CEST | NumTrajs                      4
2021-04-09 09:47:50.774089 CEST | Entropy                       1.25168
2021-04-09 09:47:50.774221 CEST | Perplexity                    3.49622
2021-04-09 09:47:50.774356 CEST | StdReturn                     0.119761
2021-04-09 09:47:50.774490 CEST | MaxReturn                   999.635
2021-04-09 09:47:50.774624 CEST | MinReturn                   999.335
2021-04-09 09:47:50.774756 CEST | Iteration                    16
2021-04-09 09:47:50.774891 CEST | AverageDiscountedReturn     633.708
2021-04-09 09:47:50.775025 CEST | AverageReturn               999.578
2021-04-09 09:47:50.775159 CEST | ExplainedVariance             0.999999
2021-04-09 09:47:50.775293 CEST | NumTrajs                      4
2021-04-09 09:47:50.775429 CEST | Entropy                       1.25168
2021-04-09 09:47:50.775562 CEST | Perplexity                    3.49622
2021-04-09 09:47:50.775696 CEST | StdReturn                     0.106301
2021-04-09 09:47:50.775832 CEST | MaxReturn                   999.668
2021-04-09 09:47:50.775965 CEST | MinReturn                   999.398
2021-04-09 09:47:50.776101 CEST | Iteration                    16
2021-04-09 09:47:50.776238 CEST | AverageDiscountedReturn     633.827
2021-04-09 09:47:50.776372 CEST | AverageReturn               999.779
2021-04-09 09:47:50.776507 CEST | ExplainedVariance             0.999999
2021-04-09 09:47:50.776643 CEST | NumTrajs                      4
2021-04-09 09:47:50.776791 CEST | Entropy                       1.25168
2021-04-09 09:47:50.776927 CEST | Perplexity                    3.49622
2021-04-09 09:47:50.777063 CEST | StdReturn                     0.0543647
2021-04-09 09:47:50.777197 CEST | MaxReturn                   999.826
2021-04-09 09:47:50.777331 CEST | MinReturn                   999.689
2021-04-09 09:47:50.777465 CEST | Iteration                    16
2021-04-09 09:47:50.777600 CEST | AverageDiscountedReturn     633.76
2021-04-09 09:47:50.777734 CEST | AverageReturn               999.662
2021-04-09 09:47:50.777878 CEST | ExplainedVariance             0.999999
2021-04-09 09:47:50.778021 CEST | NumTrajs                      4
2021-04-09 09:47:50.778158 CEST | Entropy                       1.25168
2021-04-09 09:47:50.778294 CEST | Perplexity                    3.49622
2021-04-09 09:47:50.778429 CEST | StdReturn                     0.112938
2021-04-09 09:47:50.778563 CEST | MaxReturn                   999.762
2021-04-09 09:47:50.778697 CEST | MinReturn                   999.485
2021-04-09 09:47:50.778833 CEST | Iteration                    16
2021-04-09 09:47:50.778967 CEST | AverageDiscountedReturn     633.676
2021-04-09 09:47:50.779101 CEST | AverageReturn               999.521
2021-04-09 09:47:50.779236 CEST | ExplainedVariance             0.999999
2021-04-09 09:47:50.779370 CEST | NumTrajs                      4
2021-04-09 09:47:50.779506 CEST | Entropy                       1.25168
2021-04-09 09:47:50.779640 CEST | Perplexity                    3.49622
2021-04-09 09:47:50.779774 CEST | StdReturn                     0.104631
2021-04-09 09:47:50.779908 CEST | MaxReturn                   999.624
2021-04-09 09:47:50.780043 CEST | MinReturn                   999.375
2021-04-09 09:47:50.780178 CEST | Iteration                    16
2021-04-09 09:47:50.780314 CEST | AverageDiscountedReturn     507.036
2021-04-09 09:47:50.780449 CEST | AverageReturn               799.769
2021-04-09 09:47:50.780585 CEST | ExplainedVariance             0.969559
2021-04-09 09:47:50.780720 CEST | NumTrajs                      5
2021-04-09 09:47:50.780856 CEST | Entropy                       1.25168
2021-04-09 09:47:50.780990 CEST | Perplexity                    3.49622
2021-04-09 09:47:50.781125 CEST | StdReturn                   399.884
2021-04-09 09:47:50.781260 CEST | MaxReturn                   999.788
2021-04-09 09:47:50.781398 CEST | MinReturn                     0
2021-04-09 09:47:50.781533 CEST | Iteration                    16
2021-04-09 09:47:50.781668 CEST | AverageDiscountedReturn     633.735
2021-04-09 09:47:50.781803 CEST | AverageReturn               999.617
2021-04-09 09:47:50.781970 CEST | ExplainedVariance             0.997875
2021-04-09 09:47:50.782107 CEST | NumTrajs                      4
2021-04-09 09:47:50.782242 CEST | Entropy                       1.25168
2021-04-09 09:47:50.782378 CEST | Perplexity                    3.49622
2021-04-09 09:47:50.782514 CEST | StdReturn                     0.133754
2021-04-09 09:47:50.782649 CEST | MaxReturn                   999.763
2021-04-09 09:47:50.782785 CEST | MinReturn                   999.399
2021-04-09 09:47:50.782920 CEST | Iteration                    16
2021-04-09 09:47:50.783055 CEST | AverageDiscountedReturn     633.733
2021-04-09 09:47:50.783190 CEST | AverageReturn               999.63
2021-04-09 09:47:50.783325 CEST | ExplainedVariance             0.999999
2021-04-09 09:47:50.783462 CEST | NumTrajs                      4
2021-04-09 09:47:50.783597 CEST | Entropy                       1.25168
2021-04-09 09:47:50.783732 CEST | Perplexity                    3.49622
2021-04-09 09:47:50.783868 CEST | StdReturn                     0.117322
2021-04-09 09:47:50.784004 CEST | MaxReturn                   999.764
2021-04-09 09:47:50.784139 CEST | MinReturn                   999.459
2021-04-09 09:47:50.784273 CEST | Iteration                    16
2021-04-09 09:47:50.784408 CEST | AverageDiscountedReturn     633.732
2021-04-09 09:47:50.784544 CEST | AverageReturn               999.599
2021-04-09 09:47:50.784693 CEST | ExplainedVariance             0.999999
2021-04-09 09:47:50.784829 CEST | NumTrajs                      4
2021-04-09 09:47:50.784966 CEST | Entropy                       1.25168
2021-04-09 09:47:50.785103 CEST | Perplexity                    3.49622
2021-04-09 09:47:50.785237 CEST | StdReturn                     0.125913
2021-04-09 09:47:50.785372 CEST | MaxReturn                   999.73
2021-04-09 09:47:50.785508 CEST | MinReturn                   999.406
2021-04-09 09:47:50.785642 CEST | AveragePolicyStd              0.845983
2021-04-09 09:47:50.785776 CEST | AveragePolicyStd              0.845983
2021-04-09 09:47:50.785931 CEST | AveragePolicyStd              0.845983
2021-04-09 09:47:50.786067 CEST | AveragePolicyStd              0.845983
2021-04-09 09:47:50.786201 CEST | AveragePolicyStd              0.845983
2021-04-09 09:47:50.786334 CEST | AveragePolicyStd              0.845983
2021-04-09 09:47:50.786468 CEST | AveragePolicyStd              0.845983
2021-04-09 09:47:50.786602 CEST | AveragePolicyStd              0.845983
2021-04-09 09:47:50.786736 CEST | AveragePolicyStd              0.845983
2021-04-09 09:47:50.786869 CEST | AveragePolicyStd              0.845983
2021-04-09 09:47:50.787003 CEST | Iteration                    17
2021-04-09 09:47:50.787138 CEST | AverageDiscountedReturn     633.73
2021-04-09 09:47:50.787271 CEST | AverageReturn               999.627
2021-04-09 09:47:50.787406 CEST | ExplainedVariance             0.999999
2021-04-09 09:47:50.787540 CEST | NumTrajs                      4
2021-04-09 09:47:50.787674 CEST | Entropy                       1.24964
2021-04-09 09:47:50.787808 CEST | Perplexity                    3.48907
2021-04-09 09:47:50.787942 CEST | StdReturn                     0.134209
2021-04-09 09:47:50.788075 CEST | MaxReturn                   999.79
2021-04-09 09:47:50.788209 CEST | MinReturn                   999.437
2021-04-09 09:47:50.788343 CEST | Iteration                    17
2021-04-09 09:47:50.788477 CEST | AverageDiscountedReturn     509.003
2021-04-09 09:47:50.788610 CEST | AverageReturn               801.722
2021-04-09 09:47:50.788745 CEST | ExplainedVariance             0.941155
2021-04-09 09:47:50.788878 CEST | NumTrajs                      5
2021-04-09 09:47:50.789011 CEST | Entropy                       1.24964
2021-04-09 09:47:50.789145 CEST | Perplexity                    3.48907
2021-04-09 09:47:50.789279 CEST | StdReturn                   395.87
2021-04-09 09:47:50.789413 CEST | MaxReturn                   999.791
2021-04-09 09:47:50.789548 CEST | MinReturn                     9.98171
2021-04-09 09:47:50.789683 CEST | Iteration                    17
2021-04-09 09:47:50.789818 CEST | AverageDiscountedReturn     633.694
2021-04-09 09:47:50.789965 CEST | AverageReturn               999.554
2021-04-09 09:47:50.790098 CEST | ExplainedVariance             0.990691
2021-04-09 09:47:50.790232 CEST | NumTrajs                      4
2021-04-09 09:47:50.790366 CEST | Entropy                       1.24964
2021-04-09 09:47:50.790504 CEST | Perplexity                    3.48907
2021-04-09 09:47:50.790639 CEST | StdReturn                     0.176886
2021-04-09 09:47:50.790776 CEST | MaxReturn                   999.818
2021-04-09 09:47:50.790912 CEST | MinReturn                   999.371
2021-04-09 09:47:50.791047 CEST | Iteration                    17
2021-04-09 09:47:50.791181 CEST | AverageDiscountedReturn     633.738
2021-04-09 09:47:50.791315 CEST | AverageReturn               999.634
2021-04-09 09:47:50.791449 CEST | ExplainedVariance             0.999999
2021-04-09 09:47:50.791583 CEST | NumTrajs                      4
2021-04-09 09:47:50.791718 CEST | Entropy                       1.24964
2021-04-09 09:47:50.791852 CEST | Perplexity                    3.48907
2021-04-09 09:47:50.791986 CEST | StdReturn                     0.150983
2021-04-09 09:47:50.792122 CEST | MaxReturn                   999.808
2021-04-09 09:47:50.792258 CEST | MinReturn                   999.435
2021-04-09 09:47:50.792393 CEST | Iteration                    17
2021-04-09 09:47:50.792536 CEST | AverageDiscountedReturn     622.598
2021-04-09 09:47:50.792673 CEST | AverageReturn               971.528
2021-04-09 09:47:50.792808 CEST | ExplainedVariance             0.961881
2021-04-09 09:47:50.792943 CEST | NumTrajs                      5
2021-04-09 09:47:50.793076 CEST | Entropy                       1.24964
2021-04-09 09:47:50.793212 CEST | Perplexity                    3.48907
2021-04-09 09:47:50.793347 CEST | StdReturn                    56.1115
2021-04-09 09:47:50.793481 CEST | MaxReturn                   999.802
2021-04-09 09:47:50.793617 CEST | MinReturn                   859.306
2021-04-09 09:47:50.793753 CEST | Iteration                    17
2021-04-09 09:47:50.793917 CEST | AverageDiscountedReturn     633.736
2021-04-09 09:47:50.794052 CEST | AverageReturn               999.624
2021-04-09 09:47:50.794188 CEST | ExplainedVariance             0.99303
2021-04-09 09:47:50.794322 CEST | NumTrajs                      4
2021-04-09 09:47:50.794456 CEST | Entropy                       1.24964
2021-04-09 09:47:50.794592 CEST | Perplexity                    3.48907
2021-04-09 09:47:50.794727 CEST | StdReturn                     0.106254
2021-04-09 09:47:50.794862 CEST | MaxReturn                   999.77
2021-04-09 09:47:50.794997 CEST | MinReturn                   999.472
2021-04-09 09:47:50.795134 CEST | Iteration                    17
2021-04-09 09:47:50.795266 CEST | AverageDiscountedReturn     507.031
2021-04-09 09:47:50.795403 CEST | AverageReturn               799.778
2021-04-09 09:47:50.795539 CEST | ExplainedVariance             0.969553
2021-04-09 09:47:50.795674 CEST | NumTrajs                      5
2021-04-09 09:47:50.795808 CEST | Entropy                       1.24964
2021-04-09 09:47:50.795943 CEST | Perplexity                    3.48907
2021-04-09 09:47:50.796078 CEST | StdReturn                   399.889
2021-04-09 09:47:50.796214 CEST | MaxReturn                   999.735
2021-04-09 09:47:50.796348 CEST | MinReturn                     0
2021-04-09 09:47:50.796484 CEST | Iteration                    17
2021-04-09 09:47:50.796619 CEST | AverageDiscountedReturn     633.759
2021-04-09 09:47:50.796754 CEST | AverageReturn               999.647
2021-04-09 09:47:50.796889 CEST | ExplainedVariance             0.998828
2021-04-09 09:47:50.797023 CEST | NumTrajs                      4
2021-04-09 09:47:50.797157 CEST | Entropy                       1.24964
2021-04-09 09:47:50.797292 CEST | Perplexity                    3.48907
2021-04-09 09:47:50.797426 CEST | StdReturn                     0.0990288
2021-04-09 09:47:50.797562 CEST | MaxReturn                   999.753
2021-04-09 09:47:50.797700 CEST | MinReturn                   999.514
2021-04-09 09:47:50.797835 CEST | Iteration                    17
2021-04-09 09:47:50.797990 CEST | AverageDiscountedReturn     477.677
2021-04-09 09:47:50.798124 CEST | AverageReturn               733.118
2021-04-09 09:47:50.798261 CEST | ExplainedVariance             0.625493
2021-04-09 09:47:50.798395 CEST | NumTrajs                      6
2021-04-09 09:47:50.798530 CEST | Entropy                       1.24964
2021-04-09 09:47:50.798663 CEST | Perplexity                    3.48907
2021-04-09 09:47:50.798798 CEST | StdReturn                   394.329
2021-04-09 09:47:50.798934 CEST | MaxReturn                   999.821
2021-04-09 09:47:50.799071 CEST | MinReturn                     0
2021-04-09 09:47:50.799205 CEST | Iteration                    17
2021-04-09 09:47:50.799340 CEST | AverageDiscountedReturn     633.76
2021-04-09 09:47:50.799474 CEST | AverageReturn               999.678
2021-04-09 09:47:50.799610 CEST | ExplainedVariance             0.808245
2021-04-09 09:47:50.799745 CEST | NumTrajs                      4
2021-04-09 09:47:50.799880 CEST | Entropy                       1.24964
2021-04-09 09:47:50.800016 CEST | Perplexity                    3.48907
2021-04-09 09:47:50.800152 CEST | StdReturn                     0.0996705
2021-04-09 09:47:50.800289 CEST | MaxReturn                   999.792
2021-04-09 09:47:50.800423 CEST | MinReturn                   999.518
2021-04-09 09:47:50.800565 CEST | AveragePolicyStd              0.844253
2021-04-09 09:47:50.800700 CEST | AveragePolicyStd              0.844253
2021-04-09 09:47:50.800833 CEST | AveragePolicyStd              0.844253
2021-04-09 09:47:50.800971 CEST | AveragePolicyStd              0.844253
2021-04-09 09:47:50.801107 CEST | AveragePolicyStd              0.844253
2021-04-09 09:47:50.801245 CEST | AveragePolicyStd              0.844253
2021-04-09 09:47:50.801380 CEST | AveragePolicyStd              0.844253
2021-04-09 09:47:50.801516 CEST | AveragePolicyStd              0.844253
2021-04-09 09:47:50.801652 CEST | AveragePolicyStd              0.844253
2021-04-09 09:47:50.801788 CEST | AveragePolicyStd              0.844253
2021-04-09 09:47:50.801963 CEST | Iteration                    18
2021-04-09 09:47:50.802101 CEST | AverageDiscountedReturn     424.177
2021-04-09 09:47:50.802238 CEST | AverageReturn               668.116
2021-04-09 09:47:50.802374 CEST | ExplainedVariance             0.912226
2021-04-09 09:47:50.802510 CEST | NumTrajs                      6
2021-04-09 09:47:50.802646 CEST | Entropy                       1.24932
2021-04-09 09:47:50.802786 CEST | Perplexity                    3.48796
2021-04-09 09:47:50.802924 CEST | StdReturn                   468.909
2021-04-09 09:47:50.803062 CEST | MaxReturn                   999.806
2021-04-09 09:47:50.803198 CEST | MinReturn                     0
2021-04-09 09:47:50.803334 CEST | Iteration                    18
2021-04-09 09:47:50.803471 CEST | AverageDiscountedReturn     633.812
2021-04-09 09:47:50.803607 CEST | AverageReturn               999.735
2021-04-09 09:47:50.803743 CEST | ExplainedVariance             0.98964
2021-04-09 09:47:50.803881 CEST | NumTrajs                      4
2021-04-09 09:47:50.804017 CEST | Entropy                       1.24932
2021-04-09 09:47:50.804155 CEST | Perplexity                    3.48796
2021-04-09 09:47:50.804292 CEST | StdReturn                     0.102565
2021-04-09 09:47:50.804430 CEST | MaxReturn                   999.845
2021-04-09 09:47:50.804568 CEST | MinReturn                   999.572
2021-04-09 09:47:50.804703 CEST | Iteration                    18
2021-04-09 09:47:50.804841 CEST | AverageDiscountedReturn     633.697
2021-04-09 09:47:50.804979 CEST | AverageReturn               999.58
2021-04-09 09:47:50.805115 CEST | ExplainedVariance             0.999999
2021-04-09 09:47:50.805252 CEST | NumTrajs                      4
2021-04-09 09:47:50.805388 CEST | Entropy                       1.24932
2021-04-09 09:47:50.805524 CEST | Perplexity                    3.48796
2021-04-09 09:47:50.805659 CEST | StdReturn                     0.106121
2021-04-09 09:47:50.805796 CEST | MaxReturn                   999.682
2021-04-09 09:47:50.805956 CEST | MinReturn                   999.424
2021-04-09 09:47:50.806095 CEST | Iteration                    18
2021-04-09 09:47:50.806231 CEST | AverageDiscountedReturn     507.005
2021-04-09 09:47:50.806366 CEST | AverageReturn               799.725
2021-04-09 09:47:50.806502 CEST | ExplainedVariance             0.969554
2021-04-09 09:47:50.806639 CEST | NumTrajs                      5
2021-04-09 09:47:50.806776 CEST | Entropy                       1.24932
2021-04-09 09:47:50.806913 CEST | Perplexity                    3.48796
2021-04-09 09:47:50.807051 CEST | StdReturn                   399.863
2021-04-09 09:47:50.807188 CEST | MaxReturn                   999.778
2021-04-09 09:47:50.807325 CEST | MinReturn                     0
2021-04-09 09:47:50.807461 CEST | Iteration                    18
2021-04-09 09:47:50.807599 CEST | AverageDiscountedReturn     507.044
2021-04-09 09:47:50.807736 CEST | AverageReturn               799.795
2021-04-09 09:47:50.807872 CEST | ExplainedVariance             0.970721
2021-04-09 09:47:50.808010 CEST | NumTrajs                      5
2021-04-09 09:47:50.808145 CEST | Entropy                       1.24932
2021-04-09 09:47:50.808281 CEST | Perplexity                    3.48796
2021-04-09 09:47:50.808419 CEST | StdReturn                   399.898
2021-04-09 09:47:50.808568 CEST | MaxReturn                   999.823
2021-04-09 09:47:50.808705 CEST | MinReturn                     0
2021-04-09 09:47:50.808841 CEST | Iteration                    18
2021-04-09 09:47:50.808979 CEST | AverageDiscountedReturn     633.783
