2021-04-09 10:41:19.032099 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.032381 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:41:19.032506 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.032625 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:41:19.032740 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.032850 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:41:19.032964 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.033074 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:41:19.033185 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.033294 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:41:19.033402 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.033510 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:41:19.033619 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.033727 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:41:19.033839 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.033972 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:41:19.034083 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.034193 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:41:19.034303 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.034412 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:41:55.248504 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #17 | fitting baseline...
2021-04-09 10:41:55.248910 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #17 | fitted
2021-04-09 10:41:55.249806 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #17 | fitting baseline...
2021-04-09 10:41:55.250338 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #17 | fitted
2021-04-09 10:41:55.251177 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #17 | fitting baseline...
2021-04-09 10:41:55.251584 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #17 | fitted
2021-04-09 10:41:55.252390 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #17 | fitting baseline...
2021-04-09 10:41:55.252787 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #17 | fitted
2021-04-09 10:41:56.819055 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #18 | fitting baseline...
2021-04-09 10:41:56.819725 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #18 | fitted
2021-04-09 10:41:56.820770 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #18 | fitting baseline...
2021-04-09 10:41:56.821309 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #18 | fitted
2021-04-09 10:41:56.822456 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #18 | fitting baseline...
2021-04-09 10:41:56.823075 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #18 | fitted
2021-04-09 10:41:56.824164 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #18 | fitting baseline...
2021-04-09 10:41:56.824657 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #18 | fitted
2021-04-09 10:41:56.825602 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #18 | fitting baseline...
2021-04-09 10:41:56.826060 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #18 | fitted
2021-04-09 10:41:56.826876 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #18 | fitting baseline...
2021-04-09 10:41:56.827287 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #18 | fitted
2021-04-09 10:41:56.828054 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #18 | fitting baseline...
2021-04-09 10:41:56.828477 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #18 | fitted
2021-04-09 10:41:56.829245 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #18 | fitting baseline...
2021-04-09 10:41:56.829680 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #18 | fitted
2021-04-09 10:41:56.830693 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #18 | fitting baseline...
2021-04-09 10:41:56.831211 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #18 | fitted
2021-04-09 10:41:56.832330 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #18 | fitting baseline...
2021-04-09 10:41:56.832881 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #18 | fitted
2021-04-09 10:41:58.585725 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #19 | fitting baseline...
2021-04-09 10:41:58.586366 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #19 | fitted
2021-04-09 10:41:58.587404 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #19 | fitting baseline...
2021-04-09 10:41:58.587893 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #19 | fitted
2021-04-09 10:41:58.588856 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #19 | fitting baseline...
2021-04-09 10:41:58.589340 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #19 | fitted
2021-04-09 10:41:58.590330 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #19 | fitting baseline...
2021-04-09 10:41:58.590785 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #19 | fitted
2021-04-09 10:41:58.591712 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #19 | fitting baseline...
2021-04-09 10:41:58.592159 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #19 | fitted
2021-04-09 10:41:58.593090 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #19 | fitting baseline...
2021-04-09 10:41:58.593528 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #19 | fitted
2021-04-09 10:41:58.594487 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #19 | fitting baseline...
2021-04-09 10:41:58.594944 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #19 | fitted
2021-04-09 10:41:58.595892 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #19 | fitting baseline...
2021-04-09 10:41:58.596352 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #19 | fitted
2021-04-09 10:41:58.597344 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #19 | fitting baseline...
2021-04-09 10:41:58.597810 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #19 | fitted
2021-04-09 10:41:58.598857 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #19 | fitting baseline...
2021-04-09 10:41:58.599377 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #19 | fitted
2021-04-09 10:42:00.236284 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #20 | fitting baseline...
2021-04-09 10:42:00.236924 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #20 | fitted
2021-04-09 10:42:00.238058 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #20 | fitting baseline...
2021-04-09 10:42:00.238608 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #20 | fitted
2021-04-09 10:42:00.239499 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #20 | fitting baseline...
2021-04-09 10:42:00.239934 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #20 | fitted
2021-04-09 10:42:00.240789 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #20 | fitting baseline...
2021-04-09 10:42:00.241208 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #20 | fitted
2021-04-09 10:42:00.242083 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #20 | fitting baseline...
2021-04-09 10:42:00.242511 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #20 | fitted
2021-04-09 10:42:00.243410 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #20 | fitting baseline...
2021-04-09 10:42:00.243873 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #20 | fitted
2021-04-09 10:42:00.244730 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #20 | fitting baseline...
2021-04-09 10:42:00.245162 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #20 | fitted
2021-04-09 10:42:00.246045 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #20 | fitting baseline...
2021-04-09 10:42:00.246480 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #20 | fitted
2021-04-09 10:42:00.247434 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #20 | fitting baseline...
2021-04-09 10:42:00.247906 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #20 | fitted
2021-04-09 10:42:00.248754 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #20 | fitting baseline...
2021-04-09 10:42:00.249173 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #20 | fitted
2021-04-09 10:42:00.279786 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #20 | saving snapshot...
2021-04-09 10:42:00.284832 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #20 | saved
2021-04-09 10:42:00.301848 CEST | -----------------------  --------------
2021-04-09 10:42:00.302089 CEST | Iteration                    16
2021-04-09 10:42:00.302224 CEST | AverageDiscountedReturn     633.767
2021-04-09 10:42:00.302357 CEST | AverageReturn               999.638
2021-04-09 10:42:00.302491 CEST | ExplainedVariance             0.89556
2021-04-09 10:42:00.302677 CEST | NumTrajs                      4
2021-04-09 10:42:00.302823 CEST | Entropy                       1.29427
2021-04-09 10:42:00.302954 CEST | Perplexity                    3.64833
2021-04-09 10:42:00.303085 CEST | StdReturn                     0.0613687
2021-04-09 10:42:00.303214 CEST | MaxReturn                   999.702
2021-04-09 10:42:00.303345 CEST | MinReturn                   999.553
2021-04-09 10:42:00.303551 CEST | Iteration                    16
2021-04-09 10:42:00.303688 CEST | AverageDiscountedReturn     477.029
2021-04-09 10:42:00.303820 CEST | AverageReturn               719.576
2021-04-09 10:42:00.303952 CEST | ExplainedVariance             0.615978
2021-04-09 10:42:00.304073 CEST | NumTrajs                      6
2021-04-09 10:42:00.304190 CEST | Entropy                       1.29427
2021-04-09 10:42:00.304303 CEST | Perplexity                    3.64833
2021-04-09 10:42:00.304416 CEST | StdReturn                   364.025
2021-04-09 10:42:00.304530 CEST | MaxReturn                   999.531
2021-04-09 10:42:00.304642 CEST | MinReturn                     9.98127
2021-04-09 10:42:00.304755 CEST | Iteration                    16
2021-04-09 10:42:00.304867 CEST | AverageDiscountedReturn     367.849
2021-04-09 10:42:00.304980 CEST | AverageReturn               568.27
2021-04-09 10:42:00.305107 CEST | ExplainedVariance             0.683757
2021-04-09 10:42:00.305295 CEST | NumTrajs                      7
2021-04-09 10:42:00.305446 CEST | Entropy                       1.29427
2021-04-09 10:42:00.305595 CEST | Perplexity                    3.64833
2021-04-09 10:42:00.305742 CEST | StdReturn                   470.3
2021-04-09 10:42:00.305927 CEST | MaxReturn                   999.618
2021-04-09 10:42:00.306073 CEST | MinReturn                     9.97987
2021-04-09 10:42:00.306209 CEST | Iteration                    16
2021-04-09 10:42:00.306398 CEST | AverageDiscountedReturn     554.444
2021-04-09 10:42:00.306546 CEST | AverageReturn               853.62
2021-04-09 10:42:00.306676 CEST | ExplainedVariance             0.677652
2021-04-09 10:42:00.306832 CEST | NumTrajs                      5
2021-04-09 10:42:00.306978 CEST | Entropy                       1.29427
2021-04-09 10:42:00.307117 CEST | Perplexity                    3.64833
2021-04-09 10:42:00.307268 CEST | StdReturn                   291.948
2021-04-09 10:42:00.307414 CEST | MaxReturn                   999.779
2021-04-09 10:42:00.307568 CEST | MinReturn                   269.723
2021-04-09 10:42:00.307715 CEST | Iteration                    16
2021-04-09 10:42:00.307863 CEST | AverageDiscountedReturn     437.092
2021-04-09 10:42:00.308002 CEST | AverageReturn               673.951
2021-04-09 10:42:00.308142 CEST | ExplainedVariance             0.780379
2021-04-09 10:42:00.308305 CEST | NumTrajs                      7
2021-04-09 10:42:00.308451 CEST | Entropy                       1.29427
2021-04-09 10:42:00.308594 CEST | Perplexity                    3.64833
2021-04-09 10:42:00.308745 CEST | StdReturn                   430.351
2021-04-09 10:42:00.308888 CEST | MaxReturn                   999.726
2021-04-09 10:42:00.309034 CEST | MinReturn                     0
2021-04-09 10:42:00.309175 CEST | Iteration                    16
2021-04-09 10:42:00.309318 CEST | AverageDiscountedReturn     575.331
2021-04-09 10:42:00.309468 CEST | AverageReturn               859.568
2021-04-09 10:42:00.309614 CEST | ExplainedVariance             0.811513
2021-04-09 10:42:00.309763 CEST | NumTrajs                      5
2021-04-09 10:42:00.309941 CEST | Entropy                       1.29427
2021-04-09 10:42:00.310089 CEST | Perplexity                    3.64833
2021-04-09 10:42:00.310238 CEST | StdReturn                   119.99
2021-04-09 10:42:00.310383 CEST | MaxReturn                   999.566
2021-04-09 10:42:00.310535 CEST | MinReturn                   699.598
2021-04-09 10:42:00.310684 CEST | Iteration                    16
2021-04-09 10:42:00.310834 CEST | AverageDiscountedReturn     590.055
2021-04-09 10:42:00.310977 CEST | AverageReturn               897.544
2021-04-09 10:42:00.311120 CEST | ExplainedVariance             0.766862
2021-04-09 10:42:00.311267 CEST | NumTrajs                      5
2021-04-09 10:42:00.311411 CEST | Entropy                       1.29427
2021-04-09 10:42:00.311561 CEST | Perplexity                    3.64833
2021-04-09 10:42:00.311701 CEST | StdReturn                   138.524
2021-04-09 10:42:00.311847 CEST | MaxReturn                   999.64
2021-04-09 10:42:00.312013 CEST | MinReturn                   649.74
2021-04-09 10:42:00.312173 CEST | Iteration                    16
2021-04-09 10:42:00.312316 CEST | AverageDiscountedReturn     393.966
2021-04-09 10:42:00.312477 CEST | AverageReturn               565.359
2021-04-09 10:42:00.312624 CEST | ExplainedVariance            -0.222328
2021-04-09 10:42:00.312770 CEST | NumTrajs                      7
2021-04-09 10:42:00.312920 CEST | Entropy                       1.29427
2021-04-09 10:42:00.313072 CEST | Perplexity                    3.64833
2021-04-09 10:42:00.313219 CEST | StdReturn                   366.602
2021-04-09 10:42:00.313361 CEST | MaxReturn                   999.594
2021-04-09 10:42:00.313549 CEST | MinReturn                    39.9342
2021-04-09 10:42:00.313714 CEST | Iteration                    16
2021-04-09 10:42:00.313902 CEST | AverageDiscountedReturn     472.31
2021-04-09 10:42:00.314039 CEST | AverageReturn               702.438
2021-04-09 10:42:00.314187 CEST | ExplainedVariance             0.615416
2021-04-09 10:42:00.314338 CEST | NumTrajs                      7
2021-04-09 10:42:00.314490 CEST | Entropy                       1.29427
2021-04-09 10:42:00.314631 CEST | Perplexity                    3.64833
2021-04-09 10:42:00.314773 CEST | StdReturn                   345.618
2021-04-09 10:42:00.314918 CEST | MaxReturn                   999.693
2021-04-09 10:42:00.315058 CEST | MinReturn                     0
2021-04-09 10:42:00.315212 CEST | Iteration                    16
2021-04-09 10:42:00.315363 CEST | AverageDiscountedReturn     627.522
2021-04-09 10:42:00.315510 CEST | AverageReturn               983.487
2021-04-09 10:42:00.315658 CEST | ExplainedVariance             0.720449
2021-04-09 10:42:00.315807 CEST | NumTrajs                      5
2021-04-09 10:42:00.315961 CEST | Entropy                       1.29427
2021-04-09 10:42:00.316115 CEST | Perplexity                    3.64833
2021-04-09 10:42:00.316275 CEST | StdReturn                    32.0423
2021-04-09 10:42:00.316432 CEST | MaxReturn                   999.657
2021-04-09 10:42:00.316588 CEST | MinReturn                   919.403
2021-04-09 10:42:00.316747 CEST | AveragePolicyStd              0.882789
2021-04-09 10:42:00.316912 CEST | AveragePolicyStd              0.882789
2021-04-09 10:42:00.317091 CEST | AveragePolicyStd              0.882789
2021-04-09 10:42:00.317252 CEST | AveragePolicyStd              0.882789
2021-04-09 10:42:00.317414 CEST | AveragePolicyStd              0.882789
2021-04-09 10:42:00.317565 CEST | AveragePolicyStd              0.882789
2021-04-09 10:42:00.317721 CEST | AveragePolicyStd              0.882789
2021-04-09 10:42:00.317906 CEST | AveragePolicyStd              0.882789
2021-04-09 10:42:00.318073 CEST | AveragePolicyStd              0.882789
2021-04-09 10:42:00.318232 CEST | AveragePolicyStd              0.882789
2021-04-09 10:42:00.318391 CEST | Iteration                    17
2021-04-09 10:42:00.318548 CEST | AverageDiscountedReturn     528.503
2021-04-09 10:42:00.318706 CEST | AverageReturn               795.562
2021-04-09 10:42:00.318862 CEST | ExplainedVariance             0.548923
2021-04-09 10:42:00.319027 CEST | NumTrajs                      5
2021-04-09 10:42:00.319187 CEST | Entropy                       1.29242
2021-04-09 10:42:00.319354 CEST | Perplexity                    3.64158
2021-04-09 10:42:00.319516 CEST | StdReturn                   292.275
2021-04-09 10:42:00.319683 CEST | MaxReturn                   999.644
2021-04-09 10:42:00.319849 CEST | MinReturn                   249.747
2021-04-09 10:42:00.320004 CEST | Iteration                    17
2021-04-09 10:42:00.320155 CEST | AverageDiscountedReturn     633.83
2021-04-09 10:42:00.320315 CEST | AverageReturn               999.772
2021-04-09 10:42:00.320470 CEST | ExplainedVariance             0.857737
2021-04-09 10:42:00.320624 CEST | NumTrajs                      4
2021-04-09 10:42:00.320782 CEST | Entropy                       1.29242
2021-04-09 10:42:00.320944 CEST | Perplexity                    3.64158
2021-04-09 10:42:00.321123 CEST | StdReturn                     0.0302479
2021-04-09 10:42:00.321289 CEST | MaxReturn                   999.818
2021-04-09 10:42:00.321455 CEST | MinReturn                   999.733
2021-04-09 10:42:00.321614 CEST | Iteration                    17
2021-04-09 10:42:00.321778 CEST | AverageDiscountedReturn     456.281
