2021-04-08 16:01:16.246977 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.247283 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:01:16.247416 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.247539 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:01:16.247661 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.247788 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:01:16.247908 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.248029 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:01:16.248167 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.248293 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:01:16.248427 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.248559 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:01:16.248681 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.248797 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:01:16.248914 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.249030 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:01:16.249147 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.249274 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:01:16.249405 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.249531 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:01:44.101336 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #13 | fitted
2021-04-08 16:01:44.102389 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #13 | fitting baseline...
2021-04-08 16:01:44.102887 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #13 | fitted
2021-04-08 16:01:45.560959 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #14 | fitting baseline...
2021-04-08 16:01:45.561626 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #14 | fitted
2021-04-08 16:01:45.562633 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #14 | fitting baseline...
2021-04-08 16:01:45.563115 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #14 | fitted
2021-04-08 16:01:45.564053 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #14 | fitting baseline...
2021-04-08 16:01:45.564496 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #14 | fitted
2021-04-08 16:01:45.565396 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #14 | fitting baseline...
2021-04-08 16:01:45.565848 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #14 | fitted
2021-04-08 16:01:45.566821 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #14 | fitting baseline...
2021-04-08 16:01:45.567305 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #14 | fitted
2021-04-08 16:01:45.568376 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #14 | fitting baseline...
2021-04-08 16:01:45.568868 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #14 | fitted
2021-04-08 16:01:45.569856 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #14 | fitting baseline...
2021-04-08 16:01:45.570350 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #14 | fitted
2021-04-08 16:01:45.571426 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #14 | fitting baseline...
2021-04-08 16:01:45.571929 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #14 | fitted
2021-04-08 16:01:45.572913 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #14 | fitting baseline...
2021-04-08 16:01:45.573391 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #14 | fitted
2021-04-08 16:01:45.574367 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #14 | fitting baseline...
2021-04-08 16:01:45.574826 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #14 | fitted
2021-04-08 16:01:47.206774 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #15 | fitting baseline...
2021-04-08 16:01:47.207470 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #15 | fitted
2021-04-08 16:01:47.208634 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #15 | fitting baseline...
2021-04-08 16:01:47.209198 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #15 | fitted
2021-04-08 16:01:47.210211 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #15 | fitting baseline...
2021-04-08 16:01:47.210704 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #15 | fitted
2021-04-08 16:01:47.211758 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #15 | fitting baseline...
2021-04-08 16:01:47.212271 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #15 | fitted
2021-04-08 16:01:47.213299 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #15 | fitting baseline...
2021-04-08 16:01:47.213792 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #15 | fitted
2021-04-08 16:01:47.214808 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #15 | fitting baseline...
2021-04-08 16:01:47.215350 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #15 | fitted
2021-04-08 16:01:47.216394 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #15 | fitting baseline...
2021-04-08 16:01:47.216876 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #15 | fitted
2021-04-08 16:01:47.217943 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #15 | fitting baseline...
2021-04-08 16:01:47.218564 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #15 | fitted
2021-04-08 16:01:47.219761 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #15 | fitting baseline...
2021-04-08 16:01:47.220349 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #15 | fitted
2021-04-08 16:01:47.221477 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #15 | fitting baseline...
2021-04-08 16:01:47.222088 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #15 | fitted
2021-04-08 16:01:48.691126 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #16 | fitting baseline...
2021-04-08 16:01:48.691706 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #16 | fitted
2021-04-08 16:01:48.692673 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #16 | fitting baseline...
2021-04-08 16:01:48.693167 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #16 | fitted
2021-04-08 16:01:48.694342 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #16 | fitting baseline...
2021-04-08 16:01:48.694962 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #16 | fitted
2021-04-08 16:01:48.696240 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #16 | fitting baseline...
2021-04-08 16:01:48.696866 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #16 | fitted
2021-04-08 16:01:48.698025 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #16 | fitting baseline...
2021-04-08 16:01:48.698563 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #16 | fitted
2021-04-08 16:01:48.699526 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #16 | fitting baseline...
2021-04-08 16:01:48.699977 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #16 | fitted
2021-04-08 16:01:48.700841 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #16 | fitting baseline...
2021-04-08 16:01:48.701299 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #16 | fitted
2021-04-08 16:01:48.702162 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #16 | fitting baseline...
2021-04-08 16:01:48.702601 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #16 | fitted
2021-04-08 16:01:48.703591 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #16 | fitting baseline...
2021-04-08 16:01:48.704161 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #16 | fitted
2021-04-08 16:01:48.705435 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #16 | fitting baseline...
2021-04-08 16:01:48.706127 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #16 | fitted
2021-04-08 16:01:50.185158 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #17 | fitting baseline...
2021-04-08 16:01:50.185887 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #17 | fitted
2021-04-08 16:01:50.187061 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #17 | fitting baseline...
2021-04-08 16:01:50.187678 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #17 | fitted
2021-04-08 16:01:50.188928 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #17 | fitting baseline...
2021-04-08 16:01:50.189491 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #17 | fitted
2021-04-08 16:01:50.190541 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #17 | fitting baseline...
2021-04-08 16:01:50.191035 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #17 | fitted
2021-04-08 16:01:50.192070 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #17 | fitting baseline...
2021-04-08 16:01:50.192556 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #17 | fitted
2021-04-08 16:01:50.193519 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #17 | fitting baseline...
2021-04-08 16:01:50.194009 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #17 | fitted
2021-04-08 16:01:50.194876 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #17 | fitting baseline...
2021-04-08 16:01:50.195334 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #17 | fitted
2021-04-08 16:01:50.196484 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #17 | fitting baseline...
2021-04-08 16:01:50.197183 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #17 | fitted
2021-04-08 16:01:50.198263 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #17 | fitting baseline...
2021-04-08 16:01:50.198755 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #17 | fitted
2021-04-08 16:01:50.199646 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #17 | fitting baseline...
2021-04-08 16:01:50.200083 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #17 | fitted
2021-04-08 16:01:51.737830 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #18 | fitting baseline...
2021-04-08 16:01:51.738564 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #18 | fitted
2021-04-08 16:01:51.739652 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #18 | fitting baseline...
2021-04-08 16:01:51.740169 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #18 | fitted
2021-04-08 16:01:51.741097 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #18 | fitting baseline...
2021-04-08 16:01:51.741560 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #18 | fitted
2021-04-08 16:01:51.742450 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #18 | fitting baseline...
2021-04-08 16:01:51.742979 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #18 | fitted
2021-04-08 16:01:51.744139 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #18 | fitting baseline...
2021-04-08 16:01:51.744681 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #18 | fitted
2021-04-08 16:01:51.745754 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #18 | fitting baseline...
2021-04-08 16:01:51.746287 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #18 | fitted
2021-04-08 16:01:51.747242 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #18 | fitting baseline...
2021-04-08 16:01:51.747758 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #18 | fitted
2021-04-08 16:01:51.748746 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #18 | fitting baseline...
2021-04-08 16:01:51.749262 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #18 | fitted
2021-04-08 16:01:51.750413 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #18 | fitting baseline...
2021-04-08 16:01:51.750966 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #18 | fitted
2021-04-08 16:01:51.751984 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #18 | fitting baseline...
2021-04-08 16:01:51.752467 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #18 | fitted
2021-04-08 16:01:53.394336 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #19 | fitting baseline...
2021-04-08 16:01:53.394953 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #19 | fitted
2021-04-08 16:01:53.396006 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #19 | fitting baseline...
2021-04-08 16:01:53.396583 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #19 | fitted
2021-04-08 16:01:53.397592 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #19 | fitting baseline...
2021-04-08 16:01:53.398065 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #19 | fitted
2021-04-08 16:01:53.399064 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #19 | fitting baseline...
2021-04-08 16:01:53.399557 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #19 | fitted
2021-04-08 16:01:53.400505 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #19 | fitting baseline...
2021-04-08 16:01:53.400970 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #19 | fitted
2021-04-08 16:01:53.401884 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #19 | fitting baseline...
2021-04-08 16:01:53.402326 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #19 | fitted
2021-04-08 16:01:53.403359 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #19 | fitting baseline...
2021-04-08 16:01:53.403837 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #19 | fitted
2021-04-08 16:01:53.404789 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #19 | fitting baseline...
2021-04-08 16:01:53.405241 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #19 | fitted
2021-04-08 16:01:53.406166 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #19 | fitting baseline...
2021-04-08 16:01:53.406614 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #19 | fitted
2021-04-08 16:01:53.407562 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #19 | fitting baseline...
2021-04-08 16:01:53.408012 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #19 | fitted
2021-04-08 16:01:54.976223 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #20 | fitting baseline...
2021-04-08 16:01:54.976923 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #20 | fitted
2021-04-08 16:01:54.978055 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #20 | fitting baseline...
2021-04-08 16:01:54.978573 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #20 | fitted
2021-04-08 16:01:54.979576 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #20 | fitting baseline...
2021-04-08 16:01:54.980050 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #20 | fitted
2021-04-08 16:01:54.980987 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #20 | fitting baseline...
2021-04-08 16:01:54.981460 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #20 | fitted
2021-04-08 16:01:54.982411 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #20 | fitting baseline...
2021-04-08 16:01:54.983022 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #20 | fitted
2021-04-08 16:01:54.983932 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #20 | fitting baseline...
2021-04-08 16:01:54.984360 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #20 | fitted
2021-04-08 16:01:54.985232 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #20 | fitting baseline...
2021-04-08 16:01:54.985669 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #20 | fitted
2021-04-08 16:01:54.986589 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #20 | fitting baseline...
2021-04-08 16:01:54.987033 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #20 | fitted
2021-04-08 16:01:54.987918 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #20 | fitting baseline...
2021-04-08 16:01:54.988342 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #20 | fitted
2021-04-08 16:01:54.989238 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #20 | fitting baseline...
2021-04-08 16:01:54.989717 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #20 | fitted
2021-04-08 16:01:55.142591 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #20 | saving snapshot...
2021-04-08 16:01:55.146381 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] itr #20 | saved
2021-04-08 16:01:55.192094 CEST | -----------------------  ---------------
2021-04-08 16:01:55.192333 CEST | Iteration                    11
2021-04-08 16:01:55.192478 CEST | AverageDiscountedReturn     341.21
2021-04-08 16:01:55.192619 CEST | AverageReturn               440.886
2021-04-08 16:01:55.192761 CEST | ExplainedVariance             0.00310589
2021-04-08 16:01:55.192896 CEST | NumTrajs                      9
2021-04-08 16:01:55.193029 CEST | Entropy                       1.41894
