2021-04-08 10:49:00.347166 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populating workers...
2021-04-08 10:49:00.347606 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populated
2021-04-08 10:49:00.347864 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populating workers...
2021-04-08 10:49:00.348103 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populated
2021-04-08 10:49:00.348340 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populating workers...
2021-04-08 10:49:00.348569 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populated
2021-04-08 10:49:00.348798 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populating workers...
2021-04-08 10:49:00.349026 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populated
2021-04-08 10:49:00.349252 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populating workers...
2021-04-08 10:49:00.349477 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populated
2021-04-08 10:49:00.349700 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populating workers...
2021-04-08 10:49:00.349927 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populated
2021-04-08 10:49:00.350154 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populating workers...
2021-04-08 10:49:00.350377 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populated
2021-04-08 10:49:00.350602 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populating workers...
2021-04-08 10:49:00.350826 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populated
2021-04-08 10:49:00.351053 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populating workers...
2021-04-08 10:49:00.351328 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populated
2021-04-08 10:49:00.351555 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populating workers...
2021-04-08 10:49:00.351783 CEST | [multi_agent_per_av_part_bits_2021_04_08_10_46_06_0003] Populated
2021-04-08 10:49:23.406423 CEST | MinReturn                    9.98418
2021-04-08 10:49:23.406584 CEST | Iteration                    8
2021-04-08 10:49:23.406744 CEST | AverageDiscountedReturn    425.541
2021-04-08 10:49:23.406920 CEST | AverageReturn              609.739
2021-04-08 10:49:23.407069 CEST | ExplainedVariance            0.346282
2021-04-08 10:49:23.407239 CEST | NumTrajs                     7
2021-04-08 10:49:23.407395 CEST | Entropy                      1.3602
2021-04-08 10:49:23.407552 CEST | Perplexity                   3.89698
2021-04-08 10:49:23.407698 CEST | StdReturn                  333.758
2021-04-08 10:49:23.407856 CEST | MaxReturn                  999.671
2021-04-08 10:49:23.408011 CEST | MinReturn                   19.9669
2021-04-08 10:49:23.408171 CEST | Iteration                    8
2021-04-08 10:49:23.408327 CEST | AverageDiscountedReturn    345.448
2021-04-08 10:49:23.408473 CEST | AverageReturn              473.143
2021-04-08 10:49:23.408626 CEST | ExplainedVariance            0.18367
2021-04-08 10:49:23.408786 CEST | NumTrajs                     9
2021-04-08 10:49:23.408940 CEST | Entropy                      1.3602
2021-04-08 10:49:23.409098 CEST | Perplexity                   3.89698
2021-04-08 10:49:23.409262 CEST | StdReturn                  329.792
2021-04-08 10:49:23.409425 CEST | MaxReturn                  999.715
2021-04-08 10:49:23.409578 CEST | MinReturn                    0
2021-04-08 10:49:23.409734 CEST | Iteration                    8
2021-04-08 10:49:23.409909 CEST | AverageDiscountedReturn    303.098
2021-04-08 10:49:23.410073 CEST | AverageReturn              419.836
2021-04-08 10:49:23.410241 CEST | ExplainedVariance            0.425459
2021-04-08 10:49:23.410401 CEST | NumTrajs                    10
2021-04-08 10:49:23.410571 CEST | Entropy                      1.3602
2021-04-08 10:49:23.410727 CEST | Perplexity                   3.89698
2021-04-08 10:49:23.410882 CEST | StdReturn                  351.331
2021-04-08 10:49:23.411042 CEST | MaxReturn                  929.745
2021-04-08 10:49:23.411240 CEST | MinReturn                    9.9797
2021-04-08 10:49:23.411403 CEST | AveragePolicyStd             0.942956
2021-04-08 10:49:23.411556 CEST | AveragePolicyStd             0.942956
2021-04-08 10:49:23.411717 CEST | AveragePolicyStd             0.942956
2021-04-08 10:49:23.411868 CEST | AveragePolicyStd             0.942956
2021-04-08 10:49:23.412028 CEST | AveragePolicyStd             0.942956
2021-04-08 10:49:23.412193 CEST | AveragePolicyStd             0.942956
2021-04-08 10:49:23.412359 CEST | AveragePolicyStd             0.942956
2021-04-08 10:49:23.412524 CEST | AveragePolicyStd             0.942956
2021-04-08 10:49:23.412685 CEST | AveragePolicyStd             0.942956
2021-04-08 10:49:23.412846 CEST | AveragePolicyStd             0.942956
2021-04-08 10:49:23.412999 CEST | Iteration                    9
2021-04-08 10:49:23.413168 CEST | AverageDiscountedReturn    469.768
2021-04-08 10:49:23.413331 CEST | AverageReturn              658.04
2021-04-08 10:49:23.413492 CEST | ExplainedVariance            0.523065
2021-04-08 10:49:23.413653 CEST | NumTrajs                     6
2021-04-08 10:49:23.413811 CEST | Entropy                      1.35346
2021-04-08 10:49:23.413971 CEST | Perplexity                   3.87079
2021-04-08 10:49:23.414128 CEST | StdReturn                  226.033
2021-04-08 10:49:23.414294 CEST | MaxReturn                  879.777
2021-04-08 10:49:23.414453 CEST | MinReturn                  269.744
2021-04-08 10:49:23.414609 CEST | Iteration                    9
2021-04-08 10:49:23.414765 CEST | AverageDiscountedReturn    488.245
2021-04-08 10:49:23.414925 CEST | AverageReturn              676.401
2021-04-08 10:49:23.415098 CEST | ExplainedVariance           -4.6976
2021-04-08 10:49:23.415267 CEST | NumTrajs                     6
2021-04-08 10:49:23.415434 CEST | Entropy                      1.35346
2021-04-08 10:49:23.415592 CEST | Perplexity                   3.87079
2021-04-08 10:49:23.415746 CEST | StdReturn                  138.102
2021-04-08 10:49:23.415903 CEST | MaxReturn                  839.674
2021-04-08 10:49:23.416061 CEST | MinReturn                  459.834
2021-04-08 10:49:23.416221 CEST | Iteration                    9
2021-04-08 10:49:23.416373 CEST | AverageDiscountedReturn    348.388
2021-04-08 10:49:23.416528 CEST | AverageReturn              503.588
2021-04-08 10:49:23.416682 CEST | ExplainedVariance            0.647256
2021-04-08 10:49:23.416845 CEST | NumTrajs                     8
2021-04-08 10:49:23.417004 CEST | Entropy                      1.35346
2021-04-08 10:49:23.417159 CEST | Perplexity                   3.87079
2021-04-08 10:49:23.417311 CEST | StdReturn                  391.051
2021-04-08 10:49:23.417470 CEST | MaxReturn                  999.676
2021-04-08 10:49:23.417632 CEST | MinReturn                    0
2021-04-08 10:49:23.417798 CEST | Iteration                    9
2021-04-08 10:49:23.417965 CEST | AverageDiscountedReturn    519.101
2021-04-08 10:49:23.418124 CEST | AverageReturn              746.395
2021-04-08 10:49:23.418301 CEST | ExplainedVariance            0.586855
2021-04-08 10:49:23.418461 CEST | NumTrajs                     6
2021-04-08 10:49:23.418623 CEST | Entropy                      1.35346
2021-04-08 10:49:23.418794 CEST | Perplexity                   3.87079
2021-04-08 10:49:23.418957 CEST | StdReturn                  187.445
2021-04-08 10:49:23.419131 CEST | MaxReturn                  999.747
2021-04-08 10:49:23.419274 CEST | MinReturn                  439.731
2021-04-08 10:49:23.419428 CEST | Iteration                    9
2021-04-08 10:49:23.419571 CEST | AverageDiscountedReturn    528.111
2021-04-08 10:49:23.419739 CEST | AverageReturn              784.738
2021-04-08 10:49:23.419897 CEST | ExplainedVariance            0.346797
2021-04-08 10:49:23.420056 CEST | NumTrajs                     6
2021-04-08 10:49:23.420219 CEST | Entropy                      1.35346
2021-04-08 10:49:23.420375 CEST | Perplexity                   3.87079
2021-04-08 10:49:23.420538 CEST | StdReturn                  263.883
2021-04-08 10:49:23.420691 CEST | MaxReturn                  999.768
2021-04-08 10:49:23.420849 CEST | MinReturn                  299.782
2021-04-08 10:49:23.421007 CEST | Iteration                    9
2021-04-08 10:49:23.421156 CEST | AverageDiscountedReturn    571.573
2021-04-08 10:49:23.421322 CEST | AverageReturn              849.594
2021-04-08 10:49:23.421478 CEST | ExplainedVariance            0.577362
2021-04-08 10:49:23.421630 CEST | NumTrajs                     5
2021-04-08 10:49:23.421791 CEST | Entropy                      1.35346
2021-04-08 10:49:23.421943 CEST | Perplexity                   3.87079
2021-04-08 10:49:23.422102 CEST | StdReturn                  109.191
2021-04-08 10:49:23.422255 CEST | MaxReturn                  999.697
2021-04-08 10:49:23.422414 CEST | MinReturn                  699.603
2021-04-08 10:49:23.422568 CEST | Iteration                    9
2021-04-08 10:49:23.422722 CEST | AverageDiscountedReturn    498.091
2021-04-08 10:49:23.422890 CEST | AverageReturn              689.746
2021-04-08 10:49:23.423044 CEST | ExplainedVariance            0.923873
2021-04-08 10:49:23.423208 CEST | NumTrajs                     6
2021-04-08 10:49:23.423351 CEST | Entropy                      1.35346
2021-04-08 10:49:23.423513 CEST | Perplexity                   3.87079
2021-04-08 10:49:23.423674 CEST | StdReturn                   88.0714
2021-04-08 10:49:23.423833 CEST | MaxReturn                  869.598
2021-04-08 10:49:23.423986 CEST | MinReturn                  589.725
2021-04-08 10:49:23.424143 CEST | Iteration                    9
2021-04-08 10:49:23.424301 CEST | AverageDiscountedReturn    493.931
2021-04-08 10:49:23.424459 CEST | AverageReturn              699.714
2021-04-08 10:49:23.424611 CEST | ExplainedVariance            0.454355
2021-04-08 10:49:23.424771 CEST | NumTrajs                     7
2021-04-08 10:49:23.424931 CEST | Entropy                      1.35346
2021-04-08 10:49:23.425085 CEST | Perplexity                   3.87079
2021-04-08 10:49:23.425242 CEST | StdReturn                  212.219
2021-04-08 10:49:23.425396 CEST | MaxReturn                  999.727
2021-04-08 10:49:23.425554 CEST | MinReturn                  419.757
2021-04-08 10:49:23.425705 CEST | Iteration                    9
2021-04-08 10:49:23.425871 CEST | AverageDiscountedReturn    514.535
2021-04-08 10:49:23.426024 CEST | AverageReturn              746.418
2021-04-08 10:49:23.426181 CEST | ExplainedVariance            0.546288
2021-04-08 10:49:23.426338 CEST | NumTrajs                     6
2021-04-08 10:49:23.426499 CEST | Entropy                      1.35346
2021-04-08 10:49:23.426650 CEST | Perplexity                   3.87079
2021-04-08 10:49:23.426817 CEST | StdReturn                  232.198
2021-04-08 10:49:23.426975 CEST | MaxReturn                  999.775
2021-04-08 10:49:23.427155 CEST | MinReturn                  449.751
2021-04-08 10:49:23.427292 CEST | Iteration                    9
2021-04-08 10:49:23.427436 CEST | AverageDiscountedReturn    430.92
2021-04-08 10:49:23.427587 CEST | AverageReturn              604.092
2021-04-08 10:49:23.427732 CEST | ExplainedVariance            0.669455
2021-04-08 10:49:23.427881 CEST | NumTrajs                     7
2021-04-08 10:49:23.428033 CEST | Entropy                      1.35346
2021-04-08 10:49:23.428191 CEST | Perplexity                   3.87079
2021-04-08 10:49:23.428347 CEST | StdReturn                  293
2021-04-08 10:49:23.428512 CEST | MaxReturn                  999.771
2021-04-08 10:49:23.428666 CEST | MinReturn                   99.9384
2021-04-08 10:49:23.428827 CEST | AveragePolicyStd             0.936617
2021-04-08 10:49:23.428983 CEST | AveragePolicyStd             0.936617
2021-04-08 10:49:23.429140 CEST | AveragePolicyStd             0.936617
2021-04-08 10:49:23.429290 CEST | AveragePolicyStd             0.936617
2021-04-08 10:49:23.429457 CEST | AveragePolicyStd             0.936617
2021-04-08 10:49:23.429615 CEST | AveragePolicyStd             0.936617
2021-04-08 10:49:23.429777 CEST | AveragePolicyStd             0.936617
2021-04-08 10:49:23.429934 CEST | AveragePolicyStd             0.936617
2021-04-08 10:49:23.430090 CEST | AveragePolicyStd             0.936617
2021-04-08 10:49:23.430253 CEST | AveragePolicyStd             0.936617
2021-04-08 10:49:23.430410 CEST | Iteration                   10
2021-04-08 10:49:23.430573 CEST | AverageDiscountedReturn    413.176
2021-04-08 10:49:23.430726 CEST | AverageReturn              565.519
2021-04-08 10:49:23.430878 CEST | ExplainedVariance           -2.13435
2021-04-08 10:49:23.431036 CEST | NumTrajs                     7
2021-04-08 10:49:23.431229 CEST | Entropy                      1.34974
2021-04-08 10:49:23.431380 CEST | Perplexity                   3.85643
2021-04-08 10:49:23.431522 CEST | StdReturn                  254.999
2021-04-08 10:49:23.431666 CEST | MaxReturn                  939.753
2021-04-08 10:49:23.431810 CEST | MinReturn                   29.9536
2021-04-08 10:49:23.431969 CEST | Iteration                   10
2021-04-08 10:49:23.432124 CEST | AverageDiscountedReturn    516.698
2021-04-08 10:49:23.432270 CEST | AverageReturn              743.09
2021-04-08 10:49:23.432419 CEST | ExplainedVariance            0.530255
2021-04-08 10:49:23.432569 CEST | NumTrajs                     6
2021-04-08 10:49:23.432725 CEST | Entropy                      1.34974
2021-04-08 10:49:23.432878 CEST | Perplexity                   3.85643
2021-04-08 10:49:23.433031 CEST | StdReturn                  197.046
2021-04-08 10:49:23.433179 CEST | MaxReturn                  989.612
2021-04-08 10:49:23.433330 CEST | MinReturn                  469.777
2021-04-08 10:49:23.433477 CEST | Iteration                   10
2021-04-08 10:49:23.433624 CEST | AverageDiscountedReturn    504.528
2021-04-08 10:49:23.433782 CEST | AverageReturn              708.083
2021-04-08 10:49:23.433939 CEST | ExplainedVariance            0.358084
2021-04-08 10:49:23.434097 CEST | NumTrajs                     6
2021-04-08 10:49:23.434244 CEST | Entropy                      1.34974
2021-04-08 10:49:23.434400 CEST | Perplexity                   3.85643
2021-04-08 10:49:23.434548 CEST | StdReturn                  139.186
2021-04-08 10:49:23.434698 CEST | MaxReturn                  989.7
2021-04-08 10:49:23.434855 CEST | MinReturn                  539.829
2021-04-08 10:49:23.435015 CEST | Iteration                   10
2021-04-08 10:49:23.435181 CEST | AverageDiscountedReturn    407.922
2021-04-08 10:49:23.435346 CEST | AverageReturn              547.285
2021-04-08 10:49:23.435503 CEST | ExplainedVariance            0.765348
2021-04-08 10:49:23.435668 CEST | NumTrajs                     8
2021-04-08 10:49:23.435824 CEST | Entropy                      1.34974
2021-04-08 10:49:23.435980 CEST | Perplexity                   3.85643
2021-04-08 10:49:23.436144 CEST | StdReturn                  214.122
2021-04-08 10:49:23.436303 CEST | MaxReturn                  739.808
2021-04-08 10:49:23.436464 CEST | MinReturn                   29.9598
2021-04-08 10:49:23.436615 CEST | Iteration                   10
2021-04-08 10:49:23.436771 CEST | AverageDiscountedReturn    366.18
2021-04-08 10:49:23.436915 CEST | AverageReturn              503.125
2021-04-08 10:49:23.437066 CEST | ExplainedVariance            0.179911
2021-04-08 10:49:23.437220 CEST | NumTrajs                     9
2021-04-08 10:49:23.437363 CEST | Entropy                      1.34974
2021-04-08 10:49:23.437511 CEST | Perplexity                   3.85643
2021-04-08 10:49:23.437668 CEST | StdReturn                  310.752
2021-04-08 10:49:23.437828 CEST | MaxReturn                  999.703
2021-04-08 10:49:23.438001 CEST | MinReturn                    9.9872
2021-04-08 10:49:23.438154 CEST | Iteration                   10
2021-04-08 10:49:23.438299 CEST | AverageDiscountedReturn    410.202
2021-04-08 10:49:23.438464 CEST | AverageReturn              602.667
2021-04-08 10:49:23.438618 CEST | ExplainedVariance            0.644669
2021-04-08 10:49:23.438776 CEST | NumTrajs                     7
2021-04-08 10:49:23.438931 CEST | Entropy                      1.34974
2021-04-08 10:49:23.439097 CEST | Perplexity                   3.85643
2021-04-08 10:49:23.439255 CEST | StdReturn                  376.824
2021-04-08 10:49:23.439410 CEST | MaxReturn                  999.697
2021-04-08 10:49:23.439566 CEST | MinReturn                    0
2021-04-08 10:49:23.439722 CEST | Iteration                   10
2021-04-08 10:49:23.439875 CEST | AverageDiscountedReturn    404.411
2021-04-08 10:49:23.440033 CEST | AverageReturn              552.258
2021-04-08 10:49:23.440187 CEST | ExplainedVariance            0.31813
2021-04-08 10:49:23.440346 CEST | NumTrajs                     8
2021-04-08 10:49:23.440503 CEST | Entropy                      1.34974
2021-04-08 10:49:23.440654 CEST | Perplexity                   3.85643
2021-04-08 10:49:23.440815 CEST | StdReturn                  265.03
2021-04-08 10:49:23.440966 CEST | MaxReturn                  999.588
2021-04-08 10:49:23.441120 CEST | MinReturn                   19.967
2021-04-08 10:49:23.441270 CEST | Iteration                   10
2021-04-08 10:49:23.441422 CEST | AverageDiscountedReturn    356.087
2021-04-08 10:49:23.441575 CEST | AverageReturn              522.337
2021-04-08 10:49:23.441726 CEST | ExplainedVariance            0.601358
2021-04-08 10:49:23.441885 CEST | NumTrajs                     8
2021-04-08 10:49:23.442033 CEST | Entropy                      1.34974
2021-04-08 10:49:23.442190 CEST | Perplexity                   3.85643
2021-04-08 10:49:23.442340 CEST | StdReturn                  410.976
2021-04-08 10:49:23.442500 CEST | MaxReturn                  999.84
2021-04-08 10:49:23.442650 CEST | MinReturn                    0
2021-04-08 10:49:23.442809 CEST | Iteration                   10
2021-04-08 10:49:23.442960 CEST | AverageDiscountedReturn    435.526
2021-04-08 10:49:23.443144 CEST | AverageReturn              611.203
2021-04-08 10:49:23.443287 CEST | ExplainedVariance            0.437261
2021-04-08 10:49:23.443425 CEST | NumTrajs                     7
2021-04-08 10:49:23.443576 CEST | Entropy                      1.34974
2021-04-08 10:49:23.443718 CEST | Perplexity                   3.85643
2021-04-08 10:49:23.443878 CEST | StdReturn                  279.838
2021-04-08 10:49:23.444023 CEST | MaxReturn                  999.71
2021-04-08 10:49:23.444186 CEST | MinReturn                   39.9481
2021-04-08 10:49:23.444345 CEST | Iteration                   10
2021-04-08 10:49:23.444499 CEST | AverageDiscountedReturn    543.744
2021-04-08 10:49:23.444660 CEST | AverageReturn              801.716
2021-04-08 10:49:23.444815 CEST | ExplainedVariance            0.769745
2021-04-08 10:49:23.444978 CEST | NumTrajs                     5
2021-04-08 10:49:23.445134 CEST | Entropy                      1.34974
2021-04-08 10:49:23.445301 CEST | Perplexity                   3.85643
2021-04-08 10:49:23.445457 CEST | StdReturn                  202.02
2021-04-08 10:49:23.445621 CEST | MaxReturn                  999.771
